OBJECTID,ntd_id,stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,stop_code,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,agency_id,download_date,x,y
387339,90154,14710,State / Independence,,33.95845,-118.21176,,,14710,,,,Null,,,,09-09-2024,-118.21176000021,33.9584500003034
631486,90269;90270;90271;90272;90273;90274;90275;90276;90278,2525664,92nd St & Maie Ave,,33.953366,-118.243808,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.243807999842,33.9533659997617
387007,90154,14143,Western / Florence,,33.974159,-118.309117,,,14143,,,,Null,,,,09-09-2024,-118.309116999624,33.9741589997101
390991,90154,80704S,Downtown Inglewood Station,,33.96715635,-118.3514966,,,80704S,1,,,Null,,,,09-09-2024,-118.351496599696,33.9671563500036
390588,90154,2319,Hawthorne / Lennox Station,,33.933451,-118.352446,,,2319,,,,Null,,,,09-09-2024,-118.352446000374,33.9334509998879
378920,90154,567,California / Tweedy,,33.94459,-118.20735,,,567,,,,Null,,,,09-09-2024,-118.2073499998,33.9445900002705
170654,90010,42,14150 Figueroa St,,33.903028,-118.282594,,,662123,,,,2,,,,09-09-2024,-118.282594000112,33.9030279997376
389331,90154,18023,St Stevens Serbian,,34.061321,-118.148233,,,18023,,,,Null,,,,09-09-2024,-118.148233000134,34.0613209996823
385750,90154,11958,Fair Oaks / Villa,,34.154256,-118.150688,,,11958,,,,Null,,,,09-09-2024,-118.150687999686,34.1542559996556
641565,99423,291,Chevy Chase at Mid Block (La Boice & Boynton),,34.133896,-118.246522,,,,Null,,,Null,,,,09-09-2024,-118.24652199986,34.1338960001882
380177,90154,2683,Inglewood / 147th,,33.897999,-118.361455,,,2683,,,,Null,,,,09-09-2024,-118.36145500044,33.8979989997195
388999,90154,17330,Rosecrans / Lemoli,,33.902055,-118.330664,,,17330,,,,Null,,,,09-09-2024,-118.330663999911,33.9020549996662
381837,90154,5255,Main / 139th,,33.906105,-118.273802,,,5255,,,,Null,,,,09-09-2024,-118.27380199978,33.9061050002502
384754,90154,10099,Eastern / Hauck,,34.05388,-118.172561,,,10099,,,,Null,,,,09-09-2024,-118.172561000386,34.0538800002951
385418,90154,11287,Marianna / Worth,,34.06265,-118.179258,,,11287,,,,Null,,,,09-09-2024,-118.179258000118,34.0626500000615
168662,90008,1614,OLYMPIC EB & BARRINGTON FS,11660 W OLYMPIC BLVD,34.034469,-118.44743,,,3058,,,,0,,,,09-09-2024,-118.447430000252,34.0344690002547
576704,90121,2090,Westwood Blvd & Lindbrook,,34.05955263,-118.4444377,,,2090,0,,,0,,,,09-09-2024,-118.444437700363,34.0595526302775
383165,90154,7273,3rd / Burnside,,34.070564,-118.355365,,,7273,,,,Null,,,,09-09-2024,-118.355365000431,34.0705640002641
387078,90154,14289,San Vicente / Sunset,,34.090446,-118.385426,,,14289,,,,Null,,,,09-09-2024,-118.385426000316,34.0904459999248
374936,90147,298950,Gower & Lexington (Northbound),,34.092743,-118.322219,,,2541,0,,,0,,,,09-09-2024,-118.322218999908,34.0927429998495
390920,90154,80413,Southwest Museum Station,,34.098243,-118.206712,,,80413,0,80413S,,Null,,,,09-09-2024,-118.206712000116,34.098242999768
376264,90147,433870,7th St & Hill St (Westbound),,34.04617,-118.254722,,,6115,0,,,0,,,,09-09-2024,-118.25472199964,34.0461700000379
386675,90154,13606,Hoover / Santa Monica Fwy,,34.036723,-118.284151,,,13606,,,,Null,,,,09-09-2024,-118.284150999688,34.0367229997334
381505,90154,4790,Venice / Saint Andrews,,34.0437,-118.311742,,,4790,,,,Null,,,,09-09-2024,-118.311741999954,34.0436999999896
384422,90154,9413,Crenshaw / Country Club,,34.053247,-118.323912,,,9413,,,,Null,,,,09-09-2024,-118.323911999927,34.0532470003076
167998,90008,391,WESTWOOD NB & OLYMPIC FS,2200 WESTWOOD BLVD & W OLYMPIC BLVD,34.044154,-118.431889,,,2149,,,,0,,,,09-09-2024,-118.43188900031,34.0441540002382
168330,90008,943,BUNDY SB & SANTA MONICA NS,1400 S BUNDY DR & SANTA MONICA BLVD,34.040561,-118.463394,,,2423,,,,0,,,,09-09-2024,-118.463393999794,34.0405609998037
386414,90154,13119,Alvarado / Maryland,,34.061469,-118.273812,,,13119,,,,Null,,,,09-09-2024,-118.273811999826,34.0614689999113
390659,90154,80122B,7th Street / Metro Center Station - 7th & Figueroa Entrance,,34.04936,-118.25966,,,80122B,2,80122S,,Null,,,,09-09-2024,-118.259660000129,34.0493600000038
385086,90154,10647,Cesar E Chavez / Gage,,34.040398,-118.184379,,,10647,,,,Null,,,,09-09-2024,-118.184379000007,34.0403980002355
104062,90041,4084,3rd/Gage,,34.033447,-118.184933,,,4084,0,,,0,,,,09-09-2024,-118.184933000026,34.0334469997801
377260,90147,6715957,Broadway & Venice Blvd,,34.034071,-118.263617,,,10403,0,,,0,,,,09-09-2024,-118.263616999904,34.034070999918
376928,90147,4896878,Traction Ave & Hewitt St,,34.045401,-118.236113,,,6171,0,,,0,,,,09-09-2024,-118.236112999677,34.0454010002701
375268,90147,305602,54th & Denker,,33.993208,-118.304708,,,1368,0,,,0,,,,09-09-2024,-118.304707999938,33.9932079997421
384090,90154,8842,Avalon / 51st,,33.996862,-118.265046,,,8842,,,,Null,,,,09-09-2024,-118.265046000332,33.9968620001114
382169,90154,5740,Western / 60th,,33.985764,-118.308791,,,5740,,,,Null,,,,09-09-2024,-118.308791000109,33.9857640000502
379845,90154,2118,Gage / Marconi,,33.98097,-118.215809,,,2118,,,,Null,,,,09-09-2024,-118.215809000046,33.9809699998852
380509,90154,3202,Melrose / Arden,,34.083366,-118.326189,,,3202,,,,Null,,,,09-09-2024,-118.326189000102,34.0833660001962
388003,90154,15712,6th / Commonwealth,,34.063825,-118.285485,,,15712,,,,Null,,,,09-09-2024,-118.285484999682,34.0638249998258
383426,90154,7741,Jefferson / Alsace,,34.025383,-118.358213,,,7741,,,,Null,,,,09-09-2024,-118.358213000343,34.0253829998543
103398,90039,548,HOLDREDGE AVE/JEFFERSON BLVD,,34.021073,-118.37802,,,521,,,,0,,,,09-09-2024,-118.378019999857,34.0210730001596
386746,90154,13735,Normandie / Leighton,,34.01295,-118.300289,,,13735,,,,Null,,,,09-09-2024,-118.300289000206,34.0129499999009
382098,90154,5635,Vermont / Exposition,,34.018622,-118.291386,,,5635,,,,Null,,,,09-09-2024,-118.291386000444,34.0186219998004
379513,90154,1602,Olympic / Indiana,,34.018736,-118.192007,,,1602,,,,Null,,,,09-09-2024,-118.192007000224,34.0187359999319
386082,90154,12549,Normandie / 48th,,34.00025,-118.300289,,,12549,,,,Null,,,,09-09-2024,-118.300289000206,34.0002500001805
382762,90154,6637,Tweedy / Orange,,33.941915,-118.18592,,,6637,,,,Null,,,,09-09-2024,-118.185919999689,33.9419149997022
631818,90269;90270;90271;90272;90273;90274;90275;90276;90278,2526008,Elva Ave & 120th St,,33.922957,-118.252474,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.252473999777,33.9229570002352
388335,90154,16271,Slauson / Fairfax,,33.987758,-118.362479,,,16271,,,,Null,,,,09-09-2024,-118.362478999914,33.9877580002997
168733,90008,1709,MESMER SB & JEFFERSON FS,,33.986059,-118.401051,,,3151,,,,0,,,,09-09-2024,-118.401050999924,33.9860589998636
168401,90008,1095,CENTINELA NB & CHARNOCK FS,3600 S CENTINELA AVE & CHARNOCK RD,34.007883,-118.43669,,,2548,,,,0,,,,09-09-2024,-118.436689999634,34.0078830003207
168069,90008,523,WILSHIRE EB & 20TH NS,2000 WILSHIRE BLVD & 20TH ST,34.031314,-118.483231,,,1057,,,,0,,,,09-09-2024,-118.483231000343,34.0313140001661
631509,90269;90270;90271;90272;90273;90274;90275;90276;90278,2525687,Mountain View & Florence Ave,,33.972991,-118.217517,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.217517000133,33.972990999757
386769,90154,13769,Normandie / 79th,,33.967437,-118.30036,,,13769,,,,Null,,,,09-09-2024,-118.300360000351,33.9674369996948
378943,90154,615,Centinela / Sherbourne,,33.976327,-118.38183,,,615,,,,Null,,,,09-09-2024,-118.381830000217,33.976327000162
381482,90154,4758,Broadway / 104th,,33.941735,-118.277957,,,4758,,,,Null,,,,09-09-2024,-118.277956999922,33.9417350002478
380154,90154,2636,Imperial / Jackson,,33.931051,-118.189054,,,2636,,,,Null,,,,09-09-2024,-118.189053999832,33.931050999644
385656,90154,11740,Mindanao / Alla,,33.987979,-118.433628,,,11740,,,,Null,,,,09-09-2024,-118.433628000359,33.9879789998254
388976,90154,17295,Douglas / Rosecrans,,33.90215,-118.383051,,,17295,,,,Null,,,,09-09-2024,-118.383051000232,33.9021500003141
386437,90154,13147,Atlantic / Everington,,34.007335,-118.161596,,,13147,,,,Null,,,,09-09-2024,-118.161595999636,34.0073350003481
384777,90154,10138,Olympic / Arizona,,34.01842,-118.16798,,,10138,,,,Null,,,,09-09-2024,-118.167980000272,34.0184199996616
104417,90042,33,El Segundo Bl & Budlong Ave,,33.91632,-118.296571,,,133,,,,2,,,,09-09-2024,-118.296570999907,33.9163200003217
378611,90154,90,Allesandro / Sunflower,,34.098924,-118.250608,,,90,,,,Null,,,,09-09-2024,-118.250608000404,34.098924000181
379822,90154,2089,Franklin / Bronson,,34.105145,-118.318167,,,2089,,,,Null,,,,09-09-2024,-118.318166999699,34.1051449999546
385773,90154,11995,Figueroa / Annan,,34.129349,-118.188134,,,11995,,,,Null,,,,09-09-2024,-118.188134000115,34.1293489997917
379607,90154,1754,Eagle Rock / Westdale,,34.129328,-118.216829,,,1754,,,,Null,,,,09-09-2024,-118.21682900022,34.1293279997481
171224,90010,700,AVIATION BL + 33RD ST,,33.898247,-118.37884,,,534049,,,,2,,,,09-09-2024,-118.378840000014,33.898246999698
386652,90154,13554,Figueroa / Venice,,34.037236,-118.270046,,,13554,,,,Null,,,,09-09-2024,-118.270045999847,34.0372359998734
388312,90154,16221,Pico / West,,34.048578,-118.333171,,,16221,,,,Null,,,,09-09-2024,-118.333171000239,34.0485780000037
384445,90154,9454,Crenshaw / 9th,,34.056541,-118.322109,,,9454,,,,Null,,,,09-09-2024,-118.322109000304,34.0565410000086
381814,90154,5217,La Cienega / Sawyer,,34.042393,-118.376276,,,5217,,,,Null,,,,09-09-2024,-118.376275999784,34.0423929999696
168685,90008,1654,UCLA WYTON DR S,100 CHARLES E YOUNG DR E & MIDVALE AVE,34.07362,-118.438261,,,3096,,,,0,,,,09-09-2024,-118.438261000352,34.07362000015
631841,90269;90270;90271;90272;90273;90274;90275;90276;90278,2526031,132nd St & Jarvis Ave,,33.912723,-118.27202,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.272020000073,33.9127229997042
104085,90041,5009,6th St/Hill,,34.047705,-118.253804,,,5009,0,,,0,,,,09-09-2024,-118.253803999573,34.0477049998891
377166,90147,5814539,1st & Ditman Ave (Eastbound) (4306),,34.035937,-118.189335,,,4306,0,,,0,,,,09-09-2024,-118.189335000039,34.0359370002963
383781,90154,8313,Whittier / Boyle,,34.035723,-118.219141,,,8313,,,,Null,,,,09-09-2024,-118.219140999657,34.0357230003172
379275,90154,1211,6th / Mateo,,34.038132,-118.232839,,,1211,,,,Null,,,,09-09-2024,-118.232838999793,34.0381319996342
377283,90147,6723379,Pico Blvd & Maple Ave,,34.034455,-118.256993,,,10504,0,,,0,,,,09-09-2024,-118.256992999967,34.0344549996685
380486,90154,3161,Maple Lot,,34.042894,-118.248198,,,3161,,,,Null,,,,09-09-2024,-118.24819800016,34.0428940002172
379490,90154,1576,Olympic / Camulos,,34.0224,-118.215813,,,1576,,,,Null,,,,09-09-2024,-118.215813000244,34.0224000001706
385324,90154,11128,8th / Hyde Park,,33.980326,-118.326368,,,11128,,,,Null,,,,09-09-2024,-118.326368000202,33.9803259996972
375623,90147,356143,Gage Ave & Alameda St (Eastbound),,33.98155,-118.235408,,,5024,0,,,0,,,,09-09-2024,-118.235408000045,33.981550000214
390636,90154,80116S,Slauson Station,,33.98876,-118.243398,,,80116S,1,,,Null,,,,09-09-2024,-118.243397999763,33.9887600000934
387316,90154,14659,Slauson / Pine,,33.987534,-118.18808,,,14659,,,,Null,,,,09-09-2024,-118.188079999688,33.9875339999581
576727,90121,2111,Spring & 1st,,34.0534790054,-118.2440364441,,,2111,0,,,0,,,,09-09-2024,-118.244036444114,34.0534790053126
103421,90039,571,BUCKINGHAM PKWY/SUMNER WAY,,33.984393,-118.383994,,,548,,,,0,,,,09-09-2024,-118.383994000414,33.9843929998826
168046,90008,480,CALIFORNIA WB & SHELL NS,600 CALIFORNIA AVE & SHELL AVE,33.993063,-118.464416,,,2701,,,,0,,,,09-09-2024,-118.464415999618,33.9930630003693
374959,90147,303000,Coliseum & La Brea Ave,,34.018336,-118.354951,,,1116,0,,,0,,,,09-09-2024,-118.354951000154,34.0183360003248
375291,90147,305698,MLK Jr. & Sutro Ave.,,34.010939,-118.323467,,,1391,0,,,0,,,,09-09-2024,-118.323466999688,34.0109390002599
386984,90154,14111,Western / 38th,,34.016586,-118.30905,,,14111,,,,Null,,,,09-09-2024,-118.309049999677,34.0165860000789
383449,90154,7766,Jefferson / Vermont,,34.025385,-118.291201,,,7766,,,,Null,,,,09-09-2024,-118.291200999598,34.0253850003647
631440,90269;90270;90271;90272;90273;90274;90275;90276;90278,2525618,Compton Ave & 81st St,,33.965713,-118.247566,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.247566000323,33.9657130001729
384044,90154,8778,Atlantic / Santa Ana,,33.960571,-118.18579,,,8778,,,,Null,,,,09-09-2024,-118.185789999993,33.9605709998301
379962,90154,2320,Harbor Transitway / Manchester,,33.959799,-118.280559,,,2320,,,,Null,,,,09-09-2024,-118.280558999787,33.9597989998188
375646,90147,356308,Florence Ave & San Pedro St (Westbound),,33.974801,-118.269382,,,5048,0,,,0,,,,09-09-2024,-118.269382000223,33.9748010002152
380795,90154,3647,La Brea / Beach,,33.966659,-118.353447,,,3647,,,,Null,,,,09-09-2024,-118.353447000281,33.9666589996928
380131,90154,2604,Hawthorne / Imperial,,33.931275,-118.352441,,,2604,,,,Null,,,,09-09-2024,-118.352441000351,33.9312749996863
383380,90154,7664,Garvey / Abajo,,34.060035,-118.145946,,,7664,,,,Null,,,,09-09-2024,-118.145945999914,34.0600349997856
382052,90154,5570,Fletcher / Riverside,,34.10597,-118.256332,,,5570,,,,Null,,,,09-09-2024,-118.256331999818,34.1059700002359
381720,90154,5099,Glendale / Los Feliz,,34.128492,-118.252633,,,5099,,,,Null,,,,09-09-2024,-118.252632999786,34.1284920002938
376642,90147,485213,Aviation Blvd & Rosecrans Ave (Northbound),,33.902272,-118.378678,,,8705,0,,,0,,,,09-09-2024,-118.378677999633,33.9022720002687
631772,90269;90270;90271;90272;90273;90274;90275;90276;90278,2525956,Ford Blvd & 5th St,,34.028825,-118.169319,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.169319000288,34.0288250000466
388713,90154,16879,York / Avenue 66,,34.113905,-118.179642,,,16879,,,,Null,,,,09-09-2024,-118.179642000257,34.1139049998332
642014,99424,444,Seco St & Linda Vista Ave,,34.153376,-118.167786,,,306,Null,,,Null,,,,09-09-2024,-118.167786000103,34.1533760002616
168616,90008,1552,26TH NB & SAN VICENTE NS,26TH ST & SAN VICENTE BLVD,34.048078,-118.49151,,,2998,,,,0,,,,09-09-2024,-118.491509999766,34.0480780002023
388381,90154,16324,Sunset / Crescent Heights,,34.098139,-118.365481,,,16324,,,,Null,,,,09-09-2024,-118.365480999812,34.0981390000703
382384,90154,6059,Santa Monica / Wilcox,,34.090613,-118.331145,,,6059,,,,Null,,,,09-09-2024,-118.331145000135,34.0906130001351
389377,90154,18088,Riverside / Glendale,,34.110972,-118.265203,,,18088,,,,Null,,,,09-09-2024,-118.265202999792,34.1109719997801
375053,90147,303291,Franklin & Bronson Ave.,,34.105191,-118.318189,,,2604,0,,,0,,,,09-09-2024,-118.318189000339,34.105190999633
383048,90154,7088,Vermont / Melbourne,,34.103476,-118.291622,,,7088,,,,Null,,,,09-09-2024,-118.291622000446,34.103476000191
376974,90147,5765892,Figueroa St & 12th St,,34.041686,-118.266968,,,6130,0,,,0,,,,09-09-2024,-118.266967999781,34.0416859996576
376381,90147,4668081,Flower St & Pico Blvd (Southbound),,34.039992,-118.266953,,,9262,0,,,0,,,,09-09-2024,-118.266952999712,34.039992000255
377143,90147,5802527,8th St & Burlington Ave (Eastbound),,34.053232,-118.274252,,,4088,0,,,0,,,,09-09-2024,-118.274252000042,34.0532320002894
377306,90147,6723464,7th & Union Ave,,34.053954,-118.271304,,,10525,0,,,0,,,,09-09-2024,-118.271303999672,34.0539540002402
381459,90154,4729,Beverly / Pico,,34.055551,-118.39545,,,4729,,,,Null,,,,09-09-2024,-118.395449999636,34.0555510003227
387717,90154,15308,Venice / Spaulding,,34.04274,-118.365001,,,15308,,,,Null,,,,09-09-2024,-118.365001000312,34.042740000006
381056,90154,4135,Ord / Broadway,,34.060337,-118.239059,,,4135,,,,Null,,,,09-09-2024,-118.239059000397,34.0603369998143
380724,90154,3538,Figueroa / Temple,,34.059586,-118.248657,,,3538,,,,Null,,,,09-09-2024,-118.248656999744,34.0595860001095
378966,90154,652,Cesar E Chavez / Vignes,,34.056569,-118.232191,,,652,,,,Null,,,,09-09-2024,-118.232191000062,34.0565689998407
388049,90154,15782,8th / Figueroa,,34.048131,-118.261306,,,15782,,,,Null,,,,09-09-2024,-118.261306000292,34.0481309999042
379298,90154,1248,Broadway / 8th,,34.043042,-118.255203,,,1248,,,,Null,,,,09-09-2024,-118.255202999863,34.0430419998667
376310,90147,447353,Loyola High School,,34.04413,-118.29671,,,8927,0,,,0,,,,09-09-2024,-118.296709999824,34.0441300001646
167952,90008,327,SANTA MONICA WB & 20TH FS,2000 SANTA MONICA BLVD & 20TH ST,34.028429,-118.480387,,,1387,,,,0,,,,09-09-2024,-118.480386999731,34.0284289997289
390705,90154,80133,Palms Station,,34.029323,-118.404255,,,80133,0,80133S,,Null,,,,09-09-2024,-118.404255000387,34.0293229997741
375385,90147,305828,Buckingham & Adams Blvd. (Northbound),,34.03261,-118.340781,,,1410,0,,,0,,,,09-09-2024,-118.340781000015,34.0326099996714
374721,90147,1804485,Long Beach & 55th St. (Southbound),,33.993117,-118.243564,,,1523,0,,,0,,,,09-09-2024,-118.243564000343,33.9931169996921
385704,90154,11847,Alvarado / Montana,,34.080343,-118.261972,,,11847,,,,Null,,,,09-09-2024,-118.261971999565,34.08034300007
375314,90147,305733,Broadway & Griffin Ave.,,34.073641,-118.211472,,,2123,0,,,0,,,,09-09-2024,-118.21147200033,34.0736409998852
378634,90154,146,Nash / Mariposa Station,,33.923223,-118.387541,,,146,,,,Null,,,,09-09-2024,-118.38754100011,33.9232230000604
390041,90154,140805,Imperial / Doty,,33.93109,-118.339188,,,140805,,,,Null,,,,09-09-2024,-118.339187999556,33.9310900003526
375717,90147,357111,Weignand Ave & 108th St (Northbound),,33.936913,-118.23018,,,5363,0,,,0,,,,09-09-2024,-118.230180000026,33.936913000153
103352,90039,473,MESMER AVE/JEFFERSON BLVD,,33.986059,-118.401051,,,444,,,,0,,,,09-09-2024,-118.401050999924,33.9860589998636
380463,90154,3116,Main / Ocean Park,,34.002091,-118.483828,,,3116,,,,Null,,,,09-09-2024,-118.48382800002,34.002090999981
168284,90008,864,OCEAN PARK EB & 11TH NS,1100 OCEAN PARK BLVD & 11TH ST,34.008315,-118.473839,,,1271,,,,0,,,,09-09-2024,-118.473838999962,34.0083149997468
631463,90269;90270;90271;90272;90273;90274;90275;90276;90278,2525641,Florence Ave & Malabar St,,33.974342,-118.227505,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.227505000366,33.9743419998223
378657,90154,177,Atlantic / Firestone,,33.951502,-118.182806,,,177,,,,Null,,,,09-09-2024,-118.182805999639,33.9515020002788
390018,90154,140771,Century / Airport,,33.945622,-118.386369,,,140771,,,,Null,,,,09-09-2024,-118.386368999599,33.9456219998443
104703,90042,371,Vermont Ave Green Line Station,,33.928799,-118.292048,,,500,,,,2,,,,09-09-2024,-118.292048000418,33.928799000051
379444,90154,1508,Imperial / Main,,33.930902,-118.273649,,,1508,,,,Null,,,,09-09-2024,-118.273648999619,33.9309019998686
375694,90147,356883,103rd St & Central Ave (Eastbound),,33.943212,-118.253615,,,5340,0,,,0,,,,09-09-2024,-118.253615000325,33.9432120002938
632127,90286,132709,Garvey/Casuda Canyon,,34.06194,-118.15224,,,132709,0,,,0,,,,09-09-2024,-118.152240000138,34.0619399998856
379653,90154,1856,Fair Oaks / Spruce,,34.105688,-118.150218,,,1856,,,,Null,,,,09-09-2024,-118.150218000231,34.1056880003036
381411,90154,4670,Arizona / Verona,,34.020514,-118.167538,,,4670,,,,Null,,,,09-09-2024,-118.167538000406,34.0205140003513
380108,90154,2562,Huntington / Eastern,,34.085873,-118.17836,,,2562,,,,Null,,,,09-09-2024,-118.178360000142,34.0858730002584
379321,90154,1288,Broadway / Adams,,34.14612,-118.241588,,,1288,,,,Null,,,,09-09-2024,-118.241587999568,34.1461200001461
168307,90008,899,SUNSET EB & PAMPAS RICAS FS,14800 UNNAMED ST & DRUMMOND ST,34.041193,-118.5184,,,2742,,,,0,,,,09-09-2024,-118.518399999699,34.0411930002688
104039,90041,4061,3rd/Mednik,,34.033358,-118.161332,,,4061,0,,,0,,,,09-09-2024,-118.161332000045,34.0333579999936
103375,90039,525,ELECTRIC DR/FAIRFAX AVE,,34.03569,-118.36869,,,429,,,,0,,,,09-09-2024,-118.368690000298,34.0356900000046
376456,90147,469017,Overland Ave & Coventry Pl (Northbound),,34.035606,-118.42,,,8970,0,,,0,,,,09-09-2024,-118.419999999646,34.0356059998951
376333,90147,452015,Beverly Glen Blvd & Pico Blvd (Northbound),,34.046637,-118.417321,,,8977,0,,,0,,,,09-09-2024,-118.417320999788,34.0466370001503
388358,90154,16297,Sunset / Capri,,34.053041,-118.502429,,,16297,,,,Null,,,,09-09-2024,-118.502428999586,34.0530410002717
375030,90147,303267,Ave. 54 & Monte Vista St. (Westbound),,34.109935,-118.19849,,,2719,0,,,0,,,,09-09-2024,-118.198489999696,34.1099349999128
382739,90154,6601,Sepulveda / Rosecrans,,33.901281,-118.396004,,,6601,,,,Null,,,,09-09-2024,-118.396003999655,33.9012810002067
391014,90154,81401,Grand Ave Arts / Bunker Hill Station,,34.05472448,-118.2515307,,,81401,0,81401S,,Null,,,,09-09-2024,-118.251530699558,34.0547244801662
378989,90154,683,Cesar E Chavez / Vignes,,34.056828,-118.232139,,,683,,,,Null,,,,09-09-2024,-118.232139000184,34.0568279997088
170963,90010,394,Flower St at 7th St,,34.04846,-118.25916,,,674169,,,,2,,,,09-09-2024,-118.259159999638,34.0484599998401
383735,90154,8188,Washington / Normandie,,34.039854,-118.300494,,,8188,,,,Null,,,,09-09-2024,-118.300494000245,34.039853999852
379112,90154,885,Crenshaw / 23rd,,34.036613,-118.332707,,,885,,,,Null,,,,09-09-2024,-118.332706999734,34.0366129996898
388026,90154,15745,7th / Coronado,,34.059013,-118.282223,,,15745,,,,Null,,,,09-09-2024,-118.282223000391,34.05901300004
380981,90154,3988,Western / Lemon Grove,,34.086827,-118.308989,,,3988,,,,Null,,,,09-09-2024,-118.308988999578,34.0868270003449
375362,90147,305792,Broadway & Bernard St.,,34.066919,-118.235787,,,2180,0,,,0,,,,09-09-2024,-118.235787000162,34.0669190002208
377120,90147,5802504,Temple St & Douglas St (Westbound),,34.067361,-118.256769,,,4066,0,,,0,,,,09-09-2024,-118.256768999661,34.0673610003036
385727,90154,11902,Broadway / Bishops,,34.06902,-118.233272,,,11902,,,,Null,,,,09-09-2024,-118.233272000336,34.0690200003389
380649,90154,3424,Broadway / Avenue 20,,34.072455,-118.220205,,,3424,,,,Null,,,,09-09-2024,-118.220205000212,34.0724550000238
376997,90147,5799978,Multnomah St & Indiana Ave (Eastbound) (4220),,34.069005,-118.19283,,,4220,0,,,0,,,,09-09-2024,-118.192829999857,34.0690050001356
390682,90154,80127S,Expo / Western Station,,34.018331,-118.30891,,,80127S,1,,,Null,,,,09-09-2024,-118.308909999935,34.0183309997501
374698,90147,1457171,Figueroa St & Jefferson Blvd (Northbound),,34.022511,-118.279538,,,6124,0,,,0,,,,09-09-2024,-118.279537999788,34.0225109999448
382075,90154,5608,Van Ness / 54th,,33.993004,-118.317352,,,5608,,,,Null,,,,09-09-2024,-118.317351999564,33.9930039996907
375792,90147,357993,Vermont Ave & 66th St (Northbound),,33.979641,-118.291477,,,5234,0,,,0,,,,09-09-2024,-118.291476999782,33.9796409997016
380772,90154,3617,Gage / Hoover,,33.982236,-118.286564,,,3617,,,,Null,,,,09-09-2024,-118.286564000306,33.9822360001154
381743,90154,5137,Sunset / Alvarado,,34.077662,-118.263989,,,5137,,,,Null,,,,09-09-2024,-118.263989000348,34.0776619997916
384399,90154,9368,Compton / Imperial,,33.929153,-118.246362,,,9368,,,,Null,,,,09-09-2024,-118.246362000026,33.9291530002238
168639,90008,1578,WASHINGTON WB & WILSON NS,WASHINGTON BLVD & WILSON AVE,33.984975,-118.457376,,,3030,,,,0,,,,09-09-2024,-118.457375999754,33.9849749999185
167975,90008,358,PICO EB & BARRINGTON NS,11700 W PICO BLVD & S BARRINGTON AVE,34.031521,-118.445799,,,2136,,,,0,,,,09-09-2024,-118.445799000158,34.0315209999369
387694,90154,15275,Venice / Culver,,34.027001,-118.392909,,,15275,,,,Null,,,,09-09-2024,-118.392908999871,34.0270009998397
385395,90154,11255,Martin Luther King Jr / Figueroa,,34.011011,-118.283146,,,11255,,,,Null,,,,09-09-2024,-118.283145999583,34.011011000332
384731,90154,10056,Jefferson / Trinity,,34.016252,-118.267021,,,10056,,,,Null,,,,09-09-2024,-118.267021000383,34.0162520001674
380340,90154,2942,Manchester / Western,,33.959844,-118.309305,,,2942,,,,Null,,,,09-09-2024,-118.309304999945,33.959844000226
631062,90268,3878476,Rogers Park,,33.969493,-118.360159,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.360159000082,33.9694930000065
383334,90154,7563,Century / La Cienega,,33.945292,-118.36972,,,7563,,,,Null,,,,09-09-2024,-118.369719999619,33.9452920000199
605592,90214,5726842,Main St. / Oak Ave.,,33.92575,-118.415859,,,152,0,,,0,,,,09-09-2024,-118.415858999748,33.9257500002079
382006,90154,5501,Imperial / San Pedro,,33.931071,-118.269674,,,5501,,,,Null,,,,09-09-2024,-118.269674000301,33.9310710001242
381668,90154,5031,Century / Figueroa,,33.945421,-118.282279,,,5031,,,,Null,,,,09-09-2024,-118.28227899957,33.9454209998665
103638,90041,10157,Cesar Chavez/Humphreys,,34.0405333488,-118.1715426822,,,10157,0,,,0,,,,09-09-2024,-118.171542681858,34.0405333490106
631649,90269;90270;90271;90272;90273;90274;90275;90276;90278,2525832,Mednik Ave & 3rd St,,34.033244,-118.161314,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.161313999604,34.0332440001476
642060,99424,579,Raymond Ave & Del Mar Blvd,,34.141434,-118.148956,,,501,Null,,,Null,,,,09-09-2024,-118.148956000208,34.1414340002432
385255,90154,10998,Holloway / La Cienega,,34.090546,-118.376489,,,10998,,,,Null,,,,09-09-2024,-118.37648900022,34.09054599997
375099,90147,304617,Vermont & Fountain Ave.,,34.0952608408429,-118.291631930059,,,2686,0,,,0,,,,09-09-2024,-118.291631930423,34.0952608405964
641396,99423,106,Brand at Chevy Chase,,34.133274,-118.25512,,,,Null,,,Null,,,,09-09-2024,-118.255120000023,34.133274000051
381929,90154,5394,Pacific / Vine,,34.140693,-118.264292,,,5394,,,,Null,,,,09-09-2024,-118.264292000296,34.1406930002817
